image_name,target
ISIC_0175798,0.12033970654010773
ISIC_0176152,0.06489323824644089
ISIC_0177083,0.005928095430135727
ISIC_0178235,0.04860721901059151
ISIC_0178258,0.04583277180790901
ISIC_0178428,0.040329109877347946
ISIC_0178741,0.09954257309436798
ISIC_0180057,0.031381525099277496
ISIC_0182213,0.0683322548866272
ISIC_0183334,0.003987772855907679
ISIC_0183449,0.04037678986787796
ISIC_0183658,0.004476259928196669
ISIC_0183771,0.010155011899769306
ISIC_0186715,0.05273709446191788
ISIC_0187786,0.003996496554464102
ISIC_0188485,0.0163632333278656
ISIC_0191895,0.051465585827827454
ISIC_0192184,0.020357247442007065
ISIC_0192807,0.011012641713023186
ISIC_0193289,0.06700219213962555
ISIC_0194115,0.10161273926496506
ISIC_0195744,0.009168311022222042
ISIC_0195995,0.008469408378005028
ISIC_0196159,0.04110273718833923
ISIC_0196622,0.006404411047697067
ISIC_0196807,0.006914908532053232
ISIC_0197182,0.01785675436258316
ISIC_0197440,0.016917377710342407
ISIC_0197860,0.11137701570987701
ISIC_0198376,0.004568530712276697
ISIC_0198622,0.004927769768983126
ISIC_0199195,0.007657287176698446
ISIC_0199718,0.008811249397695065
ISIC_0199780,0.004529249854385853
ISIC_0200120,0.06737835705280304
ISIC_0204399,0.004688491579145193
ISIC_0204875,0.008182602003216743
ISIC_0205627,0.009041664190590382
ISIC_0206261,0.025118691846728325
ISIC_0206934,0.04893011599779129
ISIC_0207197,0.009370190091431141
ISIC_0208233,0.028750967234373093
ISIC_0209640,0.0046359943225979805
ISIC_0210915,0.024037128314375877
ISIC_0212435,0.004801411181688309
ISIC_0212468,0.007700329180806875
ISIC_0213848,0.007726070936769247
ISIC_0216203,0.018369372934103012
ISIC_0216447,0.05444091558456421
ISIC_0220438,0.17483992874622345
ISIC_0220466,0.005858424119651318
ISIC_0223354,0.007155558094382286
ISIC_0223463,0.03404892981052399
ISIC_0223760,0.004840529058128595
ISIC_0224309,0.00538225844502449
ISIC_0225471,0.018824325874447823
ISIC_0225894,0.05601699650287628
ISIC_0226234,0.005665686447173357
ISIC_0227767,0.004494885448366404
ISIC_0228452,0.015109320171177387
ISIC_0229266,0.009019467048346996
ISIC_0230247,0.007163734175264835
ISIC_0230499,0.05352121219038963
ISIC_0231539,0.020560860633850098
ISIC_0231788,0.007013998925685883
ISIC_0232763,0.04415581002831459
ISIC_0235107,0.05414169281721115
ISIC_0235501,0.0544370599091053
ISIC_0235505,0.03170900046825409
ISIC_0235542,0.06975718587636948
ISIC_0238185,0.0043534692376852036
ISIC_0238872,0.08626624196767807
ISIC_0239635,0.15868282318115234
ISIC_0240839,0.004466294776648283
ISIC_0241566,0.025930142030119896
ISIC_0243686,0.018276765942573547
ISIC_0243937,0.011209252290427685
ISIC_0244266,0.006413592491298914
ISIC_0244465,0.012239609844982624
ISIC_0244617,0.010917027480900288
ISIC_0244885,0.005340966861695051
ISIC_0245273,0.005790666677057743
ISIC_0246008,0.003638627240434289
ISIC_0246211,0.010740539990365505
ISIC_0248702,0.005981999449431896
ISIC_0251455,0.03494521230459213
ISIC_0251656,0.05116339400410652
ISIC_0252811,0.02272822894155979
ISIC_0254594,0.004547306336462498
ISIC_0255112,0.007075041066855192
ISIC_0256267,0.004056813661009073
ISIC_0258149,0.019997473806142807
ISIC_0258489,0.0070261526852846146
ISIC_0258717,0.02951761521399021
ISIC_0259209,0.05082981288433075
ISIC_0259237,0.025302978232502937
ISIC_0261866,0.00948716513812542
ISIC_0261904,0.010830669663846493
ISIC_0261907,0.003869750304147601
ISIC_0262392,0.0164176095277071
ISIC_0262492,0.04535181447863579
ISIC_0263920,0.014150035567581654
ISIC_0265011,0.008695761673152447
ISIC_0267082,0.008732834830880165
ISIC_0268025,0.004851176403462887
ISIC_0268451,0.006918884813785553
ISIC_0269476,0.004886663518846035
ISIC_0270022,0.00853805337101221
ISIC_0270367,0.04212366044521332
ISIC_0271223,0.010821438394486904
ISIC_0272190,0.005918818525969982
ISIC_0273533,0.012962213717401028
ISIC_0274458,0.08478660136461258
ISIC_0274698,0.01440225075930357
ISIC_0274789,0.08077871799468994
ISIC_0276718,0.006274804472923279
ISIC_0280382,0.008285229094326496
ISIC_0280752,0.006482627708464861
ISIC_0280782,0.05658768489956856
ISIC_0280827,0.03105946071445942
ISIC_0281227,0.09539820998907089
ISIC_0282269,0.006514897570014
ISIC_0282486,0.01102748978883028
ISIC_0282737,0.007098909001797438
ISIC_0284147,0.00463469373062253
ISIC_0284441,0.014655806124210358
ISIC_0284485,0.007780988235026598
ISIC_0285491,0.011295613832771778
ISIC_0285697,0.013135680928826332
ISIC_0286688,0.038748599588871
ISIC_0287132,0.006377244833856821
ISIC_0287325,0.10177472978830338
ISIC_0288225,0.0057772803120315075
ISIC_0290187,0.007946137338876724
ISIC_0291705,0.0043884445913136005
ISIC_0292996,0.09442722797393799
ISIC_0294150,0.01681523211300373
ISIC_0296540,0.004921382758766413
ISIC_0297539,0.014280653558671474
ISIC_0297702,0.012138048186898232
ISIC_0298417,0.036030713468790054
ISIC_0299870,0.030507495626807213
ISIC_0300002,0.015177207067608833
ISIC_0301547,0.027128731831908226
ISIC_0301769,0.006646520458161831
ISIC_0304467,0.0062356386333703995
ISIC_0304666,0.004685067571699619
ISIC_0304667,0.10715971887111664
ISIC_0306094,0.014546040445566177
ISIC_0307004,0.07029713690280914
ISIC_0307411,0.014220025390386581
ISIC_0309192,0.026104511693120003
ISIC_0309503,0.013806368224322796
ISIC_0310320,0.037525735795497894
ISIC_0311235,0.16532257199287415
ISIC_0311814,0.00970654096454382
ISIC_0312717,0.005389263853430748
ISIC_0313675,0.007206052541732788
ISIC_0317285,0.026190290227532387
ISIC_0318934,0.004147700499743223
ISIC_0319131,0.007154975552111864
ISIC_0319990,0.006092900410294533
ISIC_0320662,0.004623692017048597
ISIC_0321218,0.013859957456588745
ISIC_0321906,0.017206143587827682
ISIC_0321948,0.01878361776471138
ISIC_0322514,0.0530584380030632
ISIC_0327756,0.06797266006469727
ISIC_0328346,0.006625086069107056
ISIC_0328687,0.022226620465517044
ISIC_0328823,0.008227288722991943
ISIC_0329169,0.05166669189929962
ISIC_0329910,0.02725445292890072
ISIC_0330060,0.020059766247868538
ISIC_0330886,0.023849904537200928
ISIC_0332421,0.01355136837810278
ISIC_0332456,0.10205692797899246
ISIC_0334179,0.009409354999661446
ISIC_0335244,0.010357431136071682
ISIC_0335886,0.012299020774662495
ISIC_0336093,0.11227510124444962
ISIC_0338118,0.011717737652361393
ISIC_0338587,0.006570931989699602
ISIC_0339455,0.014370343647897243
ISIC_0340198,0.007690522354096174
ISIC_0340572,0.005079216323792934
ISIC_0341315,0.09615553170442581
ISIC_0343131,0.05991110950708389
ISIC_0343283,0.09286236017942429
ISIC_0346766,0.007642270531505346
ISIC_0347157,0.005831307731568813
ISIC_0348342,0.01857086457312107
ISIC_0350347,0.018967226147651672
ISIC_0350470,0.004570433869957924
ISIC_0351156,0.07617247104644775
ISIC_0351912,0.023565541952848434
ISIC_0352620,0.009073256514966488
ISIC_0353021,0.005422716494649649
ISIC_0355377,0.016035616397857666
ISIC_0358260,0.008170291781425476
ISIC_0358623,0.00371786137111485
ISIC_0359676,0.007771672215312719
ISIC_0359720,0.01628238335251808
ISIC_0361122,0.01088543701916933
ISIC_0366488,0.008676120080053806
ISIC_0367795,0.006116196047514677
ISIC_0367988,0.13158895075321198
ISIC_0368092,0.007495876867324114
ISIC_0368696,0.005380494520068169
ISIC_0369888,0.009900095872581005
ISIC_0370322,0.03187769278883934
ISIC_0371470,0.0035717005375772715
ISIC_0371907,0.05274639278650284
ISIC_0372927,0.006843962240964174
ISIC_0372955,0.0038054026663303375
ISIC_0372971,0.005881522782146931
ISIC_0373723,0.004632383584976196
ISIC_0375431,0.019879799336194992
ISIC_0377642,0.024984275922179222
ISIC_0378391,0.005913452710956335
ISIC_0378668,0.08471322804689407
ISIC_0379549,0.004571255762130022
ISIC_0380224,0.008973179385066032
ISIC_0381595,0.0348442979156971
ISIC_0382931,0.008433445356786251
ISIC_0383641,0.08295036107301712
ISIC_0383780,0.0071350932121276855
ISIC_0385415,0.1105446070432663
ISIC_0385463,0.0141459284350276
ISIC_0385865,0.10830005258321762
ISIC_0388802,0.008547169156372547
ISIC_0389010,0.09417900443077087
ISIC_0389392,0.015684708952903748
ISIC_0389675,0.007577139418572187
ISIC_0390209,0.02437671460211277
ISIC_0391046,0.06696053594350815
ISIC_0391777,0.004095956217497587
ISIC_0392680,0.02705974131822586
ISIC_0392931,0.004459994379431009
ISIC_0393891,0.05033397674560547
ISIC_0394533,0.018606070429086685
ISIC_0394763,0.004575463943183422
ISIC_0394802,0.1741001456975937
ISIC_0395681,0.0175861157476902
ISIC_0395885,0.004216562956571579
ISIC_0398134,0.007726218085736036
ISIC_0400652,0.004533084575086832
ISIC_0401679,0.030739877372980118
ISIC_0403198,0.02293485403060913
ISIC_0406137,0.025287818163633347
ISIC_0407054,0.01064588874578476
ISIC_0407220,0.00950134638696909
ISIC_0408372,0.003654953557997942
ISIC_0408969,0.004477278795093298
ISIC_0409388,0.021898489445447922
ISIC_0410649,0.03946198895573616
ISIC_0411243,0.010355500504374504
ISIC_0414776,0.012199392542243004
ISIC_0416431,0.011607307009398937
ISIC_0416708,0.006926919799298048
ISIC_0418978,0.006273162551224232
ISIC_0419005,0.02208366058766842
ISIC_0421107,0.009026049636304379
ISIC_0424070,0.03801923617720604
ISIC_0426960,0.008687498979270458
ISIC_0427371,0.003688931930810213
ISIC_0429551,0.00543496198952198
ISIC_0431350,0.012417148798704147
ISIC_0431499,0.04220018908381462
ISIC_0431738,0.007610850036144257
ISIC_0432133,0.11085666716098785
ISIC_0432265,0.009379580616950989
ISIC_0432894,0.02778591215610504
ISIC_0433895,0.026599574834108353
ISIC_0434253,0.010949756018817425
ISIC_0434274,0.005445302929729223
ISIC_0434285,0.005709274206310511
ISIC_0434890,0.007426513358950615
ISIC_0434920,0.006934612989425659
ISIC_0435283,0.012381762266159058
ISIC_0435396,0.006025801412761211
ISIC_0436298,0.02099865861237049
ISIC_0436727,0.07378410547971725
ISIC_0436779,0.008444388397037983
ISIC_0436884,0.004293528851121664
ISIC_0437081,0.018344130367040634
ISIC_0437384,0.012348873540759087
ISIC_0437987,0.05266029015183449
ISIC_0438584,0.1100461557507515
ISIC_0439475,0.01826227456331253
ISIC_0441244,0.015447732992470264
ISIC_0442293,0.023138199001550674
ISIC_0442567,0.11620528995990753
ISIC_0445097,0.004594181664288044
ISIC_0446097,0.09148246794939041
ISIC_0446287,0.03449949994683266
ISIC_0446447,0.00683978945016861
ISIC_0448691,0.01552661880850792
ISIC_0450552,0.017019888386130333
ISIC_0451155,0.1015690490603447
ISIC_0451665,0.1575392782688141
ISIC_0452297,0.013836910016834736
ISIC_0453555,0.10811586678028107
ISIC_0454124,0.004540774039924145
ISIC_0454916,0.008383674547076225
ISIC_0456176,0.15009790658950806
ISIC_0456797,0.008094695396721363
ISIC_0457344,0.016662463545799255
ISIC_0457384,0.008058086037635803
ISIC_0457494,0.022108854725956917
ISIC_0457530,0.011815937235951424
ISIC_0457688,0.008631501346826553
ISIC_0459718,0.037792615592479706
ISIC_0460023,0.0040288567543029785
ISIC_0460170,0.10228001326322556
ISIC_0460323,0.00474166963249445
ISIC_0461615,0.07568557560443878
ISIC_0462037,0.007369083818048239
ISIC_0462120,0.028233088552951813
ISIC_0462327,0.005905937869101763
ISIC_0462336,0.010489298962056637
ISIC_0462792,0.004259087145328522
ISIC_0463800,0.005451195873320103
ISIC_0464417,0.15633638203144073
ISIC_0465975,0.050466105341911316
ISIC_0467617,0.01000330038368702
ISIC_0468644,0.13092674314975739
ISIC_0469457,0.030639851465821266
ISIC_0470465,0.055326566100120544
ISIC_0470699,0.17970684170722961
ISIC_0473489,0.016429714858531952
ISIC_0474220,0.0056861089542508125
ISIC_0476927,0.005051200743764639
ISIC_0477213,0.01865120232105255
ISIC_0477217,0.004194323439151049
ISIC_0477424,0.008070058189332485
ISIC_0477793,0.032282207161188126
ISIC_0477875,0.01514044776558876
ISIC_0477986,0.004681812133640051
ISIC_0479726,0.03248347342014313
ISIC_0479755,0.03809475153684616
ISIC_0480158,0.008129898458719254
ISIC_0481105,0.1490650326013565
ISIC_0482298,0.005350423511117697
ISIC_0482617,0.005861644167453051
ISIC_0485889,0.007496044505387545
ISIC_0486436,0.007888993248343468
ISIC_0487789,0.00897929910570383
ISIC_0488846,0.012045353651046753
ISIC_0490555,0.004773830994963646
ISIC_0492058,0.01277318224310875
ISIC_0493101,0.047010891139507294
ISIC_0493429,0.025719858705997467
ISIC_0493786,0.061049241572618484
ISIC_0495167,0.03687874972820282
ISIC_0495234,0.03760068491101265
ISIC_0495887,0.03450300171971321
ISIC_0495948,0.11917246878147125
ISIC_0497721,0.07078714668750763
ISIC_0498659,0.00898752175271511
ISIC_0500319,0.0035420418716967106
ISIC_0500851,0.006973231211304665
ISIC_0501199,0.04436255618929863
ISIC_0501295,0.0036050162743777037
ISIC_0502032,0.004004877991974354
ISIC_0502364,0.006939201150089502
ISIC_0504453,0.03267772123217583
ISIC_0504686,0.03541066497564316
ISIC_0504935,0.003899213159456849
ISIC_0505403,0.040921349078416824
ISIC_0505447,0.004590068478137255
ISIC_0506082,0.023193461820483208
ISIC_0506198,0.00817776471376419
ISIC_0508596,0.008534935303032398
ISIC_0509538,0.003909764811396599
ISIC_0510408,0.011389891617000103
ISIC_0510439,0.006310259457677603
ISIC_0510794,0.035987939685583115
ISIC_0511981,0.01897842064499855
ISIC_0513674,0.020996199920773506
ISIC_0513808,0.007645789068192244
ISIC_0515041,0.007799346931278706
ISIC_0515737,0.021343346685171127
ISIC_0517531,0.010668479837477207
ISIC_0517673,0.021919988095760345
ISIC_0519860,0.014866720885038376
ISIC_0520611,0.0066407471895217896
ISIC_0521580,0.006487940903753042
ISIC_0521689,0.004292994737625122
ISIC_0521877,0.003958354704082012
ISIC_0522569,0.07662583142518997
ISIC_0523596,0.02511642500758171
ISIC_0524466,0.13566872477531433
ISIC_0524604,0.0063913422636687756
ISIC_0525213,0.010342582128942013
ISIC_0525405,0.019829055294394493
ISIC_0527588,0.0055527458898723125
ISIC_0528304,0.03716399893164635
ISIC_0528945,0.02172096073627472
ISIC_0530946,0.020308073610067368
ISIC_0532813,0.006902997847646475
ISIC_0533917,0.009293791837990284
ISIC_0535264,0.11463095247745514
ISIC_0535812,0.06956584006547928
ISIC_0536393,0.007337757386267185
ISIC_0537310,0.007413843646645546
ISIC_0537430,0.029143713414669037
ISIC_0538335,0.007988766767084599
ISIC_0538391,0.10052364319562912
ISIC_0539046,0.012021796777844429
ISIC_0539432,0.0647115409374237
ISIC_0539662,0.0048844097182154655
ISIC_0541206,0.023957369849085808
ISIC_0542744,0.03318885713815689
ISIC_0542899,0.010693845339119434
ISIC_0543866,0.006174691487103701
ISIC_0544482,0.038211554288864136
ISIC_0545219,0.02699168026447296
ISIC_0545222,0.009323430247604847
ISIC_0546119,0.018584633246064186
ISIC_0546506,0.06041271612048149
ISIC_0546632,0.010066358372569084
ISIC_0546682,0.005995234474539757
ISIC_0547086,0.05461985990405083
ISIC_0548182,0.11538220196962357
ISIC_0548968,0.03946337476372719
ISIC_0550777,0.006352093070745468
ISIC_0554395,0.004292426630854607
ISIC_0554507,0.017320435494184494
ISIC_0554535,0.003952653147280216
ISIC_0554819,0.019292904064059258
ISIC_0555540,0.04867419973015785
ISIC_0556297,0.003607991151511669
ISIC_0556505,0.031236734241247177
ISIC_0556568,0.005949339363723993
ISIC_0557285,0.004459925461560488
ISIC_0557595,0.007202322594821453
ISIC_0557850,0.008385109715163708
ISIC_0558458,0.009659389965236187
ISIC_0558563,0.004375431686639786
ISIC_0558899,0.09405684471130371
ISIC_0559101,0.028106052428483963
ISIC_0561202,0.1721908301115036
ISIC_0564203,0.0068925670348107815
ISIC_0565070,0.020136671140789986
ISIC_0567332,0.057233598083257675
ISIC_0570796,0.12998275458812714
ISIC_0571162,0.05601751431822777
ISIC_0571336,0.018864469602704048
ISIC_0572486,0.006812049075961113
ISIC_0574930,0.004173279274255037
ISIC_0576125,0.005758169572800398
ISIC_0578316,0.010250422172248363
ISIC_0578354,0.15185318887233734
ISIC_0579350,0.01740383915603161
ISIC_0579367,0.19845031201839447
ISIC_0580265,0.1156720221042633
ISIC_0582447,0.02069227769970894
ISIC_0582531,0.08862888067960739
ISIC_0583833,0.004653258249163628
ISIC_0584197,0.07475750148296356
ISIC_0585534,0.10866307467222214
ISIC_0586493,0.009364861063659191
ISIC_0586601,0.014680801890790462
ISIC_0587024,0.0852690115571022
ISIC_0587027,0.07563787698745728
ISIC_0587527,0.021579818800091743
ISIC_0588157,0.006103185471147299
ISIC_0588162,0.02155250869691372
ISIC_0588352,0.1413438767194748
ISIC_0589061,0.006502671632915735
ISIC_0590646,0.0048913205973804
ISIC_0591142,0.06305301189422607
ISIC_0591685,0.00608425447717309
ISIC_0592225,0.028086313977837563
ISIC_0592796,0.004832665901631117
ISIC_0594374,0.00522859999909997
ISIC_0594932,0.00861483346670866
ISIC_0595682,0.0162727702409029
ISIC_0596005,0.012317657470703125
ISIC_0596499,0.00536132138222456
ISIC_0598190,0.005309507716447115
ISIC_0598769,0.03682172670960426
ISIC_0600649,0.06056269630789757
ISIC_0600710,0.008911524899303913
ISIC_0602170,0.004011844750493765
ISIC_0602633,0.11436556279659271
ISIC_0603307,0.006565510295331478
ISIC_0604055,0.0255388505756855
ISIC_0604516,0.03820861130952835
ISIC_0605259,0.008385325782001019
ISIC_0606244,0.08419226855039597
ISIC_0607037,0.025456033647060394
ISIC_0607397,0.00444219633936882
ISIC_0607473,0.004807719960808754
ISIC_0607693,0.006769840139895678
ISIC_0608042,0.0490492507815361
ISIC_0608105,0.011642162688076496
ISIC_0608330,0.004170646890997887
ISIC_0609220,0.0037991232238709927
ISIC_0609770,0.006379443220794201
ISIC_0610325,0.034124743193387985
ISIC_0611293,0.004856476094573736
ISIC_0611390,0.016143254935741425
ISIC_0611822,0.007658763322979212
ISIC_0612337,0.01480814628303051
ISIC_0613199,0.05836747586727142
ISIC_0613239,0.006868659984320402
ISIC_0613293,0.0071244570426642895
ISIC_0613555,0.0709029957652092
ISIC_0613748,0.019760197028517723
ISIC_0615241,0.007849855348467827
ISIC_0616900,0.003592817345634103
ISIC_0619695,0.011274062097072601
ISIC_0620316,0.006135419476777315
ISIC_0620379,0.04622824862599373
ISIC_0620581,0.004847893491387367
ISIC_0621355,0.008104453794658184
ISIC_0621919,0.0035307270009070635
ISIC_0622203,0.0035597935784608126
ISIC_0622461,0.008976309560239315
ISIC_0623254,0.03878246620297432
ISIC_0623493,0.024488428607583046
ISIC_0623650,0.00752417603507638
ISIC_0624194,0.011786573566496372
ISIC_0627128,0.04883376881480217
ISIC_0627467,0.008130505681037903
ISIC_0631039,0.018945757299661636
ISIC_0633018,0.0886695608496666
ISIC_0633831,0.08830256015062332
ISIC_0634161,0.053803857415914536
ISIC_0634896,0.040479328483343124
ISIC_0635396,0.005865465383976698
ISIC_0635721,0.05277223512530327
ISIC_0636920,0.008376501500606537
ISIC_0637104,0.17876490950584412
ISIC_0637231,0.0073829335160553455
ISIC_0639631,0.07355816662311554
ISIC_0640439,0.011999205686151981
ISIC_0641371,0.04643035680055618
ISIC_0644758,0.006823515519499779
ISIC_0644873,0.007261523045599461
ISIC_0645560,0.009681273251771927
ISIC_0646211,0.01991368643939495
ISIC_0646723,0.009369796141982079
ISIC_0647385,0.07419321686029434
ISIC_0649394,0.03539760410785675
ISIC_0650063,0.2971962094306946
ISIC_0650090,0.04309305548667908
ISIC_0653629,0.023371146991848946
ISIC_0653693,0.00548198726028204
ISIC_0653761,0.01381461601704359
ISIC_0654120,0.00525259505957365
ISIC_0655378,0.003955989610403776
ISIC_0655512,0.09321391582489014
ISIC_0656308,0.00765995355322957
ISIC_0660782,0.12313438206911087
ISIC_0660925,0.025986848399043083
ISIC_0662288,0.022191481664776802
ISIC_0663197,0.005704076495021582
ISIC_0663707,0.0039060646668076515
ISIC_0664454,0.0035611253697425127
ISIC_0664524,0.012690712697803974
ISIC_0665430,0.015523257665336132
ISIC_0665521,0.004376586060971022
ISIC_0667449,0.007774275727570057
ISIC_0668855,0.04247843846678734
ISIC_0669360,0.1268746554851532
ISIC_0671119,0.17000354826450348
ISIC_0673217,0.030904578045010567
ISIC_0673441,0.0065058330073952675
ISIC_0673705,0.0504113994538784
ISIC_0673777,0.008363651111721992
ISIC_0673970,0.11876460909843445
ISIC_0674308,0.031244944781064987
ISIC_0674636,0.07558076083660126
ISIC_0674769,0.005218767561018467
ISIC_0675554,0.004892893601208925
ISIC_0675743,0.0037784744054079056
ISIC_0676272,0.03651928901672363
ISIC_0676443,0.020938901230692863
ISIC_0676863,0.004710651468485594
ISIC_0677660,0.024795392528176308
ISIC_0678034,0.012529749423265457
ISIC_0680997,0.03353244066238403
ISIC_0681019,0.04863842576742172
ISIC_0681410,0.06822586804628372
ISIC_0681751,0.019098464399576187
ISIC_0682057,0.016857663169503212
ISIC_0682495,0.003729843534529209
ISIC_0682907,0.004727907944470644
ISIC_0682960,0.0083153760060668
ISIC_0684256,0.03933033347129822
ISIC_0684654,0.007436390500515699
ISIC_0684862,0.1366501897573471
ISIC_0685033,0.02791663073003292
ISIC_0685067,0.019152488559484482
ISIC_0686961,0.0488496758043766
ISIC_0689307,0.003980901092290878
ISIC_0692073,0.011588760651648045
ISIC_0695000,0.02604740671813488
ISIC_0695255,0.0371885746717453
ISIC_0695851,0.006107481196522713
ISIC_0697455,0.048942383378744125
ISIC_0698209,0.033602386713027954
ISIC_0700078,0.0154191292822361
ISIC_0700201,0.005413954611867666
ISIC_0701187,0.03238542377948761
ISIC_0701649,0.044520650058984756
ISIC_0701776,0.006251390557736158
ISIC_0703440,0.0036692172288894653
ISIC_0703903,0.012371054850518703
ISIC_0703979,0.00681111216545105
ISIC_0704243,0.007454521954059601
ISIC_0704245,0.023641489446163177
ISIC_0704435,0.004186643753200769
ISIC_0705764,0.0359388068318367
ISIC_0705909,0.013629674911499023
ISIC_0707036,0.02530134655535221
ISIC_0707359,0.005338151007890701
ISIC_0707819,0.004618293605744839
ISIC_0708442,0.008027446456253529
ISIC_0708867,0.013090167194604874
ISIC_0708878,0.09760383516550064
ISIC_0710840,0.017045320942997932
ISIC_0712978,0.03626492619514465
ISIC_0713157,0.0041471789591014385
ISIC_0714126,0.009104358032345772
ISIC_0714540,0.005108315497636795
ISIC_0715784,0.012817219831049442
ISIC_0715864,0.009676615707576275
ISIC_0716650,0.00945068895816803
ISIC_0717635,0.015781357884407043
ISIC_0718698,0.009128679521381855
ISIC_0719763,0.007303009741008282
ISIC_0720050,0.005386452656239271
ISIC_0720319,0.015717215836048126
ISIC_0721575,0.008292704820632935
ISIC_0721927,0.01926615834236145
ISIC_0722065,0.03674694150686264
ISIC_0722323,0.004871812183409929
ISIC_0723369,0.009934702888131142
ISIC_0723819,0.006364033557474613
ISIC_0724106,0.01224021427333355
ISIC_0724784,0.013503205962479115
ISIC_0727953,0.05606982856988907
ISIC_0728055,0.020736834034323692
ISIC_0728474,0.005456181708723307
ISIC_0728977,0.004657129757106304
ISIC_0729188,0.04198513925075531
ISIC_0729365,0.020556306466460228
ISIC_0732158,0.035146139562129974
ISIC_0732261,0.01863577589392662
ISIC_0733408,0.02548268809914589
ISIC_0734038,0.10683019459247589
ISIC_0734761,0.0053237262181937695
ISIC_0735344,0.024639436975121498
ISIC_0735361,0.03646912798285484
ISIC_0735507,0.01906692422926426
ISIC_0737285,0.03023718111217022
ISIC_0737596,0.01833508163690567
ISIC_0737951,0.08039002865552902
ISIC_0738067,0.05337710678577423
ISIC_0738616,0.008037449792027473
ISIC_0739064,0.0055846539326012135
ISIC_0739401,0.026503896340727806
ISIC_0740997,0.11268945783376694
ISIC_0743576,0.008210348896682262
ISIC_0743739,0.06987303495407104
ISIC_0743789,0.01477919053286314
ISIC_0746818,0.04637825861573219
ISIC_0747114,0.004761555232107639
ISIC_0748291,0.006649228278547525
ISIC_0749073,0.0500037856400013
ISIC_0749202,0.0035605819430202246
ISIC_0752872,0.010648790746927261
ISIC_0753499,0.004177786875516176
ISIC_0755453,0.032223593443632126
ISIC_0756977,0.014321132563054562
ISIC_0757171,0.08075650036334991
ISIC_0758024,0.13281838595867157
ISIC_0758246,0.004877289291471243
ISIC_0758568,0.014609643258154392
ISIC_0759383,0.03090849705040455
ISIC_0760154,0.03170120343565941
ISIC_0760260,0.007500468287616968
ISIC_0762091,0.009904138743877411
ISIC_0763495,0.0038333467673510313
ISIC_0764739,0.03335757181048393
ISIC_0765355,0.050224438309669495
ISIC_0767812,0.004232317674905062
ISIC_0769066,0.004835812840610743
ISIC_0770095,0.003901343559846282
ISIC_0770234,0.00813900213688612
ISIC_0770508,0.11756129562854767
ISIC_0770817,0.009707883931696415
ISIC_0771788,0.009344125166535378
ISIC_0772522,0.00725911371409893
ISIC_0772578,0.07044052332639694
ISIC_0772706,0.006004110909998417
ISIC_0773190,0.01282547414302826
ISIC_0774444,0.009940369054675102
ISIC_0775579,0.017152052372694016
ISIC_0775584,0.20373286306858063
ISIC_0776524,0.012387043796479702
ISIC_0776616,0.012029871344566345
ISIC_0776803,0.018710743635892868
ISIC_0776824,0.0378333143889904
ISIC_0777077,0.016726693138480186
ISIC_0778512,0.05428466200828552
ISIC_0779258,0.00815670471638441
ISIC_0780165,0.024962564930319786
ISIC_0781571,0.12820008397102356
ISIC_0784160,0.005121394991874695
